projectID,project_type,extraction_order,date,site_name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,control,month,year,field_notes,technical_replicate,Cq,target,relative_conc_ng/uL,relative_conc_weighted_by_vol
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,74,3/28/2022,L11R,2,20220328L11R2,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,75,3/28/2022,L11R,3,20220328L11R3,150,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,75,3/28/2022,L11R,3,20220328L11R3,150,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,85,3/28/2022,L16R,1,20220328L16R1,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,87,3/28/2022,L16R,3,20220328L16R3,75,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,75,3/28/2022,L11R,3,20220328L11R3,150,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,74,3/28/2022,L11R,2,20220328L11R2,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,85,3/28/2022,L16R,1,20220328L16R1,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,85,3/28/2022,L16R,1,20220328L16R1,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,63,3/28/2022,L17R,3,20220328L17R3,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,73,3/28/2022,L11R,1,20220328L11R1,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,73,3/28/2022,L11R,1,20220328L11R1,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,87,3/28/2022,L16R,3,20220328L16R3,75,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,63,3/28/2022,L17R,3,20220328L17R3,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,74,3/28/2022,L11R,2,20220328L11R2,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,80,3/28/2022,L4R,2,20220328L4R2,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,72,3/28/2022,L7R,3,20220328L7R3,575,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,79,3/28/2022,L4R,1,20220328L4R1,100,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,84,3/28/2022,L5R,3,20220328L5R3,450,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,73,3/28/2022,L11R,1,20220328L11R1,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,70,3/28/2022,L7R,1,20220328L7R1,250,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,86,3/28/2022,L16R,2,20220328L16R2,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,82,3/28/2022,L5R,1,20220328L5R1,500,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,87,3/28/2022,L16R,3,20220328L16R3,75,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,81,3/28/2022,L4R,3,20220328L4R3,125,L4R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,83,3/28/2022,L5R,2,20220328L5R2,475,L5R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,86,3/28/2022,L16R,2,20220328L16R2,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,75,3/28/2022,L11R,3,20220328L11R3,150,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,86,3/28/2022,L16R,2,20220328L16R2,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,63,3/28/2022,L17R,3,20220328L17R3,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,71,3/28/2022,L7R,2,20220328L7R2,550,L7R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,74,3/28/2022,L11R,2,20220328L11R2,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,PL,0,0
